ID,Description,Entry_ID,Antonym,Comment,Grammar_Note,Metathesised_Form,Scientific_Name,Synonym,Usage
SN001284,bamboo species used for making walls and baskets when flattened,LX000258,,,,,Bambusa spp.,,
SN001285,"plait, make by entwining plant fibres",LX000259,,,,,,,
SN001286,negative imperative marker occuring post-verbally,LX000260,,,,,,,
SN001287,prohibitive marker occuring post-verbally,LX000260,,,,,,,
SN001288,line used for fishing,LX000261,,,,,,,
SN001289,"fish, go fishing",LX000262,,,Compound verb.,,,,
SN001290,hat,LX000263,,,,,,,
SN001291,canoe with an outrigger (either one or two),LX000264,,,,,,,
SN001292,"festival, feast, celebration",LX000265,,,,,,,
SN001293,"moko drum, kind of metal drum",LX000266,,,,,,,
SN001294,drums and gongs (used in brideprices payments),LX000267,,,,,,,
SN001295,"generous, kind",LX000268,,,,,,,
SN001296,"1st person plural inclusive prefix of the ""first"" (I) agreement series on verbs",t-,,,,,,,
SN001297,1st person plural inclusive prefix for possessors of inalienably possessed nouns,t-,,,,,,,
SN001298,"common person prefix used with generic or impersonal reference, occuring on inalienable nouns and verbs",t-,,,,,,,
SN001299,"plant (of rice, corn) by stabbing hole in the ground and filling with seed",ta,,,,,,,
SN001300,"1st person plural inclusive prefix of the ""third"" (III) agreement series on verbs",ta-,,,This prefix series is mostly found on verbs marked with [le-](le-).,,,,
SN001301,reciprocal agreement prefix,ta-,,,,,,,
SN001302,"stack, pile up",taba,,,,,,,
SN001303,"pay one's respects, act respectfully",tabe,,,,,,,
SN001304,1st person plural inclusive oblique pronoun,tadi,,,,,,,
SN001305,"one, they; generic or impersonal reference use of pronoun",tadi,,,,,,,
SN001306,"reciprocal oblique pronoun, used with verbs that do not take agreement prefixes",tadi,,,,,,,
SN001307,"gossip, go about gossiping, foment social problems",tadi_mita,,,,,,,
SN001308,"1st person plural inclusive pronoun, variant of [taida](taida) before [deing](LX000028).",tai,,,,,,,
SN001309,"1st person plural inclusive prefix of the ""fourth"" (IV) agreement series",tai-,,,,,,,
SN001310,"sleep, lie down, be in a lying position",-tai,,,,,,,
SN001311,"be, exist (of animals or items whose default position is in an extended ""lying"" position)",-tai,,,,,,,
SN001312,"1st person plural inclusive topic marking pronoun; we, us, ours",taida,,,,,,,
SN001313,fall from on high (of inanimates),taing,,,,,,,
SN001314,"set, appear to move towards and below the earth's horizon (of the sun or moon)",taing,,,,,,,
SN001315,"reach, arrive at, get as far as",LX000269,,,,,,,
SN001316,"drop, drop down, make fall down",-taing,,,,,,,
SN001317,fall from on high (of animates),LX000270,,,,,,,
SN001318,return home from (a location),LX000271,,,,,,,
SN001319,right? isn't it?; interrogative tag seeking confirmation or agreement for a proposition,taipe,,,,,,,
SN001320,burn (garden) in order to prepare it for planting,tak,,,,,,,
SN001321,"set alight, cause to burn",tak,,,,,,,
SN001322,turn on (a light),tak,,,,,,,
SN001323,carry on one's head ; carry on head,takad,,,,,,,
SN001324,wear on one's head,takad,,,,,,,
SN001325,"cover, protect one's head (esp. from rain)",takad,,,,,,,
SN001326,hat,takul,,,,,,,
SN001327,"fight, argue (of more than one person)",LX000272,,,,,,,
SN001328,"fight noisely, have an argument that makes a racket",LX000273,,,,,,,
SN001329,"thigh, lap; the upper area of the leg",-tal,,,,,,,
SN001330,tamarind (tree or fruit),tamak,,,,,Tamarindus indica,,
SN001331,grandparent (male or female),tamu,,,,,,,
SN001332,grandchild,tamu,,,,,,,
SN001333,"type of insect, spider or grasshopper (unclear)",tangkabeber,,,,,,,
SN001334,"numeral classifier for humans, 1st person inclusive plural inflection",taning,,,,,,,
SN001335,"true, correct",tapi,,,,taip,,,
SN001336,"spouse of child, daughter in-law, son in-law",-tat,,,,,,,
SN001337,"stand, stand up",-tati,,,,,,,
SN001338,"exist, be there (used of items that are typically found in an upright or standing position)",-tati,,,,,,,
SN001339,"come into existence, appear",-tati,,,,,,,
SN001340,(of wind) blow strongly,-tati,,,,-tait,,,
SN001341,the complete group of us; 1st person plural inclusive group pronoun,tawi,,,,,,,
SN001342,paddle where only one is used,te,,,,,,,
SN001343,1st person plural inclusive for possessors of alienably and obligatory possessed nouns,te-,,,,,,,
SN001344,"1st person plural exclusive prefix of the ""second"" (II) agreement series on verbs",te-,,,,,,,
SN001345,"first, then; priorative clause-final conjunction signalling that the marked clause denotes an event prior to the one in the following clause",LX000274,,,,,,,
SN001346,"final form of the priorative particle [teng](teng), optional used on imperatives to signal insistence, i.e., that the action should be done before anything else",LX000274,,,This form of the priorative [teng](teng) is used when the particle is final.,,,,
SN001347,"dig, make a hole in the ground",tei,,,,,,,
SN001348,wake (someone) up,-teing,,,,,,,
SN001349,non-final form of the priorative particle [=te](LX000274),teng,,,This form of the priorative is used when there is a following particle.,,,,
SN001350,"hand, arm",-teng,,,,,,,
SN001351,grain-cluster (of rice),-teng,,,,,,,
SN001352,elbow,-tenuk,,,,,,,
SN001353,"chase (of animal, or coarsely of human)",-ter,,,,,,,
SN001354,1st person plural inclusive agentive pronoun,teta,,,,,,,"Agentive pronouns are also used in potentive contexts, that is, where the referent has the ability or intention to perform an action."
SN001355,1st person plural inclusive focus pronoun,tewe,,,,,,,
SN001356,ours; 1st person plural inclusive possessive pronoun,teweng,,,,,,,
SN001357,vocative form for calling a woman,tili,,,,,,,
SN001358,"we, us two; 1st person dual inclusive pronoun",tinuk,,,,,,,
SN001359,high elevational enclitic attaching to the end of a clause,LX000275,,,,,,,
SN001360,palm wine,tok,,,,,,,
SN001361,lontar palm that is used to make palm wine,tok,,,This meaning is chiefly found in combination with the noun [bong](bong) 'tree'.,,Borassus flabellifer,,
SN001362,straight,tomu,,,,,,,
SN001363,"high elevational, used in final position",tona,,,,,,,
SN001364,"distal high elevational, used in non-final position, typically preverbal",tong,,,,,,,
SN001365,distal high elevational used in final position,tono,,,,,,,
SN001366,"shoot, fresh growth (of grasses)",topol,,,,,,,
SN001367,"yard, area around the house",towak,,,,,,,
SN001368,where,tro,,,,,,,
SN001369,why? how?,trong,,,,,,,
SN001370,why? for what reason?,trong_paite,,,,,,,
SN001371,"how, what doing",trong_paite,,,The appearance of the prefix [g-](g-) on pai is optional. It is not known if there are any meaning difference between the two forms.,,,,
SN001372,how? in what way?,trongte,,,,,,,
SN001373,"why, for what reason",trongte,,,,,,,
SN001374,where? in what place/location?,troumingte,,,,,,,
SN001375,three,tu,,,,,,,
SN001376,"be dangerous (to do something), cause danger to",tuata,,,,,,,
SN001377,"short, measuring a small distance from end to end",tuk,LX000135,,,,,,
SN001378,"short, not tall; of small stature (of people)",tuk,LX000014,,"In this sense, wak 'foot, leg' is always the S, its possessor denotes the referent whose stature is at issue.",,,,
SN001379,"short, lasting or taking a small amount of time",tuk,,,,,,,
SN001380,"piece, short length (of something)",LX000276,,,Only used with this meaning in combination with another noun as possessor is NN possessive compound.,,,,
SN001381,extremely short,LX000277,,,,,,,
SN001382,very short,tuk_pok,,,,,,,
SN001383,"cut off, cut up into short pieces",tuki,,,"Historically, this item is derived by the verbalizer -i from [tuk](LX000276) 'short', but this suffix is not productive in Wersing.",,,,
SN001384,"keep on, do continuously",tuk-tuk,,,,,,,
SN001385,hard inner shell of a coconut,tukuata,,,,,,,
SN001386,"help, assist",-tulung,,,,,,,
SN001387,"punch, pound",tum,,,,,,,
SN001388,"heavy (weight), of great weight",tur,,,,,,,
SN001389,very important or serious,tur,,,,,,,
SN001390,"hot, of a warm to hot temperature",tutung,,,,,,,
SN001391,strong (of tobacco),tutung,,,,,,,
SN001392,"we, us too, also; 1st person plural inclusive additive pronoun",LX000278,,,,,,,
SN001393,tobacco,LX000279,,,,,,,
SN001394,"cigarette, rolled form of tobacco",LX000279,,,,,,,
SN001395,"wrong, incorrect, bad",LX000280,,,,,,,
SN001396,"blame, reproach, say (someone) to be in the wrong",LX000281,,,,,,,
SN001397,"be collapsing, crumbling, falling apart",LX000282,,,,,,,
SN001398,"firm, solid (used of babies who are sturdy)",LX000283,,,,,,,
SN001399,"fight over (something), contend to take possession of (something",LX000284,,,,,,,
SN001400,"turn, change orientation or position of oneself by rotating",LX000285,,,,,,,
SN001401,"chop, dice (of meat, no bone)",LX000286,,,,,,,
SN001402,"skewed, diagonal, not in a straight line, cross-ways",LX000287,,,,,,,
SN001403,"steal, thieve",LX000288,,,,,,,
SN001404,"yaw, roll on its side",LX000289,,,,,,,
SN001405,kind of small eagle,LX000290,,,,,,,
SN001406,clothing louse,LX000291,,,,,,,
SN001407,cry,LX000292,,,"[-tèko](LX000292) contrasts with [ko](ko), denoting crying that is more vivid, happening close by the speaker.",,,,
SN001408,chop with an axe,LX000293,,,,,,,
SN001409,"cleaver, cut up (of meat which is on the bone)",LX000294,,,,,,,
SN001410,house post,LX000295,,,,,,,
SN001411,six,LX000296,,,,,,,
SN001412,"wild, not tame, not domesticated (of pigs and goats)",LX000297,,,,,,,
SN001413,"war, make war",LX000298,,,,,,,
SN001414,"battlefield, battle ground",LX000299,,,,,,,
SN001415,"broad, wide",LX000300,,,,,,,
SN001416,"give hard time to, make difficulties for",LX000301,,,,,,,
SN001417,understand,LX000302,,,,,,,
SN001418,"sea, salt water",LX000303,,,,,,,
SN001419,"whitecap, small wave with a foamy white crest",LX000304,,,,,,,
SN001420,"we, us together; 1st person plural inclusive ""together"" pronoun",LX000305,,,,,,,
SN001421,"portion, some",LX000306,,,,,,,
SN001422,hear,LX000307,,,,,,,
SN001423,"exchange, swap",LX000308,,,,,,,
SN001424,"bruised, soft or damaged through bruising (of fruit)",LX000309,,,,,,,
SN001425,"east, easterly direction",LX000310,,,,,,,
SN001426,"we, us all; 1st person plural inclusive all pronoun",LX000311,,,,,,,
SN001427,"we (inclusive) on our own without assistance, unaided; 1st person plural inclusive independent pronoun",LX000312,,,,,,,
SN001428,"each, respective",LX000313,,,,,,,
SN001429,teach,LX000314,,,"The prefix encodes learner, the learnt thing is encoded in a peripheral SVC with [wong](wong) 'use'.",,,,
SN001430,"teach, educate",LX000315,,,,,,,
SN001431,"we alone, we by ourselves (without companion); 1st person plural inclusive alone pronoun",LX000316,,,,,,,
SN001432,lazy,LX000317,,,,,,,
SN001433,"new, recently produced or acquired",LX000318,,,,,,,
SN001434,"newly arrived, foreign (particularly of people)",LX000318,,,,,,,
SN001435,"more, further",LX000319,,,,,,,
SN001436,"be the same, identical, not different",LX000320,,,,,,,
SN001437,"completely smooth, be free from bumps and hills",LX000321,,,,,,,
SN001438,"be in conflict, be fighting, living with conflict",LX000322,,,,,,,
SN001439,"be mingled together, socializing with one another, hanging out",LX000323,,,,,,,
SN001440,"burn down completely, be completely consumed by fire",LX000324,,,,,,,
SN001441,"tremble, shiver (from sickness or cold)",LX000325,,,,,,,
SN001442,"middle, location equi-distant from the sides or ends (of something)",LX000326,,,,,,,
SN001443,"side, position to the left or right of an object, place from a central point",LX000327,,,,,,,
SN001444,"empty, containing nothing, not filled",LX000328,,,,,,,
SN001445,lacking meaning or sincerity (of words),LX000328,,,,,,,
SN001446,"speak, talk",LX000329,,,,,,,
SN001447,"be outside, outdoors",LX000330,,,,,,,
SN001448,carry with a stick/pole on shoulder,uder,,,,,,,
SN001449,"drown, sink, descend below the water",uding,,,,,,,
SN001450,hide oneself,-uing,,,,,,,
SN001451,hide,LX000331,,,,,,,
SN001452,"saliva, spit, spittle",LX000332,,,,,,,
SN001453,heart (organ),ukabang,,,,,,,
SN001454,species of fig tree,ukasi,,,,,Ficus spp.,,
SN001455,cuckoo,ukulau,,,,,,,
SN001456,year,ulel,,,,,,,
SN001457,elephant foot yam,ulet,,,,,Amorphophallus paeoniifolius,,
SN001458,name of a group of people that includes Sawila and Kula,Ulil,,,,,,,
SN001459,Milky Way,ulunang,,,,,,,
SN001460,rudder,ulung,,,,,,,
SN001461,headlice,unang,,,,,,,
SN001462,"louse egg, nit",unang_geya,,,,,,,
SN001463,fish species that has a round shape and is poisonous,unar,,,,,,,
SN001464,sugarcane,upa,,,,,Saccharum officinarum,,
SN001465,moon,urak,,,,,,,
SN001466,turtle,LX000333,,,,,,,
SN001467,burn,uru,,,,,,,
SN001468,"make a wind, (of wind) blow",usasi,,,,,,,
SN001469,"blow on, at",LX000334,,,,,,,
SN001470,"vegetable, leafy greens",uteng,,,,,,,
SN001471,"eucalyptus tree, red gum",wa,,,,,Eucalyptus urophylla,,
SN001472,"oar, paddles where two are used simultaneously",LX000335,,,,,,,
SN001473,"give, transfer",wa-_-nir,,,The R is encoded by the prefix on the verb. T is optionally flagged with [medi](medi) 'take'.,,,,
SN001474,exclamation for calling a dog,wah,,,,,,,
SN001475,goat,wai,,,,,,,
SN001476,call,LX000336,,,,,,,
SN001477,"go, move on level away from deictic centre",-wai,,,,,,,
SN001478,"come and go, go back and forth, move to and fro",-wai_-mai,,,,,,,
SN001479,"call out loudly, shout out",LX000337,,,,,,,
SN001480,work,-wai_-pai,,,,,,,
SN001481,"sell out, sell all one's wares",wai_taing,,,,,,,
SN001482,"sell, put on sale",waite,,,Wong is used to introduce the sold item.,,,,
SN001483,"leg, foot",-wak,,,,,,,
SN001484,"legs, limbs (of an animal)",-wak_-lolol,,,,,,,
SN001485,"ascend, climb to (a place)",wakar,,,,,,,
SN001486,chin,-wakat,,,,,,,
SN001487,egg,wal,,,,,,,
SN001488,lay egg,LX000338,,,,,,,
SN001489,"penis, male genitals",-wal,,,,,,,
SN001490,"drunk, intoxicated",-wala,,,,,,,
SN001491,"put in, add to",wali,,,,,,,
SN001492,"fit, equip with",wali,,,,,,,
SN001493,"think, consider",-wamal,,,,,,,
SN001494,"and, and then; used to connect words of the same part of speech/unit (nouns, verbs or clauses) that are to be taken jointly",war,,,,,,,
SN001495,"return, go back along the same path",-wari,,,,,,,
SN001496,"be facing, directed towards",-wari,,,,,,,
SN001497,"turn over, turn around (something)",LX000339,,,,,,,
SN001498,"help, assist during a festival or celebration",LX000340,,,,,,,
SN001499,"inhabitant from, person associated with",wasi,,,This item must occur with a preceding noun that specifies the place or thing with which the referent is associated.,,,,
SN001500,"throw down forcefully, slam down",wataing,,,,,,,
SN001501,crocodile,wawa,,,,,,,
SN001502,"hasty, hurried, in a hurry",wawar,,,,,,,
SN001503,"flood, river or stream that bursts its banks on account of excessive rain",we,,,,,,,
SN001504,"be flooded, flooding, overflowing (of a river)",LX000341,,,,,,,
SN001505,flood that carries down all sorts of material,we_sunang,,,,,,,
SN001506,blood,wei,,,,,,,
SN001507,"coarse-mannered, quick to anger, prone to temper tantrums",wei_tutung,,,,,,,
SN001508,"current, flow of water",wekel,,,,,,,
SN001509,"flow, move in a stream",LX000342,,,,,,,
SN001510,"turn oneself around, move oneself in a circular direction wholly or partly round an axis or point.",-welak,,,,,,,
SN001511,"bathe, wash oneself",-weli,,,,,,,
SN001512,"go first, go ahead, be the first to take a turn",-wentur,,,,,,,
SN001513,ear,-weri,,,,,,,
SN001514,"listen up, pay attention",-weri_mang,,,Compound verb with [-weri](-weri).,,,,
SN001515,cheek and side of head including around the ears,-werimang,,,,,,,
SN001516,"Wersing, name of people and their language",Wersing,,,,,,,
SN001517,shoot (at) with bow and arrow,wesi,,,,,,,
SN001518,"tooth, including the tusks of a wild pig",-wesi,,,,,,,
SN001519,"Wetar, island in southwest Maluku",Weter,,,,,,,
SN001520,"cradle, hold (child) in one's arms",-weti,,,,,,,
SN001521,five,weting,,,,,,,
SN001522,nine,weting_arasoku,,,,,,,
SN001523,eight,weting_tu,,,,,,,
SN001524,seven,weting_yoku,,,,,,,
SN001525,"west wind, gentle wind",weyar,,,,,,,
SN001526,candlenut,wir,,,,,Aleurites moluccanus,,
SN001527,cold,LX000343,,,,,,,
SN001528,"vomit, throw up",LX000344,,,,,,,
SN001529,carry in basket by a rope suspended from the forehead,wis,,,,,,,
SN001530,"urinate, wee",-wit,,,,,,,
SN001531,"bash, smash, hit (something) with force",wod,,,,,,,
SN001532,"pierce, spike, make a hole in",wod,,,,,,,
SN001533,weave,wod,,,,,,,
SN001534,"strike, occur at a particular time on the clock",wod,,,,,,,
SN001535,"throw at, pelt (someone/something) with another object",wokor,,,,,,,
SN001536,Holland,wolanda,,,,,,,
SN001537,"raw, un(der)cooked (of meat)",wolar,,,,,,,
SN001538,"green (in colour), also can be used for dark blue",wolar,,,,,,,
SN001539,"palpitate, beat fast (of heart)",wol-wol,,,,,,,
SN001540,"use, make use of, achieve by means of",wong,,,In this sense [wong](wong) is the final clausal verb.,,,,
SN001541,"with, by means of; introduces an instrument into a clause",wong,,,In this sense [wong](wong) appears as a non-final serial verb.,,,,
SN001542,marker to introduce causee in a caused motion event,wong,,,In this sense [wong](wong) appears as a serial verb followed by an intransitive motion verb.,,,,
SN001543,"oblique marker, ong functions with some verbs to introduce an argument with a non-agentive role that cannot be encoded as P",wong,,,,,,,
SN001544,"bring (something) up, transport (something) up towards deictic centre",wong_dai,,,,,,,
SN001545,take away,wong_lailol,,,,,,,
SN001546,"bring (something), transport (something) towards deictic centre",wong_mai,,,,,,,
SN001547,"take (something) up, transport (something) up away from deictic centre",wong_mid,,,,,,,
SN001548,"final, finally",wong_sed,,,"Occurs postverbally in an apparently ""floated"" position, but actually cannot occur in the noun phrase.",,,,
SN001549,"stone, rock",wor,,,,,,,
SN001550,sparrow,worangki,,,,,,,
SN001551,tail,-wori,,,,,,,
SN001552,pigeon,workumur,,,,,,,
SN001553,frog,LX000345,,,,,,,
SN001554,"pumice, volcanic stone",worso,,,,,,,
SN001555,coconut,wota,,,,,,,
SN001556,sun,wudi,,,,,,,
SN001557,"midday sun, hottest part of the day, 12 noon",wudi_borong,,,,,,,
SN001558,"sunshine, heat emitted by the sun",wudilei,,,,,,,
SN001559,"dark, with little or no light",wuding,,,,,,,
SN001560,"dark (of a colour or object), approaching black in shade",wuding,,,,,,,
SN001561,"morning, dawn once the rays of the sun start to rise above the horizon",wudingle,,,,,,,
SN001562,"day, daytime",wuditeng,,,,,,,
SN001563,"time, hour",wuditeng,,,,,,,
SN001564,day and night,LX000346,,,,,,,
SN001565,hold,wuing,,,,,,,
SN001566,use,wuing,,,,,,,
SN001567,"take hold of, grab",wuing,,,,,,,
SN001568,spill (sth.),wuli,,,,,,,
SN001569,"2nd person plural prefix of the ""first"" (I) agreement series on verbs",y-,,,,,,,
SN001570,2nd person plural for possessors of inalienably possessed nouns,y-,,,,,,,
SN001571,"2nd person plural prefix of the ""third"" (III) agreement series on verbs",ya-,,,This prefix series is mostly found on verbs marked with [le-](le-).,,,,
SN001572,"go down, go to the sea",-ya,,,,,,,
SN001573,"go out into the sea, go seawards",-ya,,,,,,,
SN001574,"go, move; frequently used as the unmarked verb for movement away from DC",-ya,,,This use of the verb is possibly due to reanalysis of {gea} 'go' as a 3rd person inflection of {-ya} 'go down'.,,,,
SN001575,mother,LX000347,,,,,,,
SN001576,aunt who is younger than one's parent,-ya_olik,,,,,,,
SN001577,"parents, mother and father",-ya_-pa,,,,,,,
SN001578,you (pl.); 2nd person plural oblique pronoun,yadi,,,,,,,
SN001579,"2nd person plural prefix of the ""fourth"" (IV) agreement series",yai-,,,,,,,
SN001580,you (pl.); 2nd person plural topic pronoun,yaida,,,,,,,
SN001581,oh you! exclamation about a 2nd person plural referent,yaidaute,,,,,,,
SN001582,"lift, raise; move (something) to a higher position or level",-yakal,,,,,,,
SN001583,"build up, construct (a structure)",-yakal,,,,,,,
SN001584,X number of days from now in the future,yal,,,This item is followed by a numeral (two or above) specifying how many days in the future is meant.,,,,
SN001585,net used for fishing,LX000348,,,,,,,
SN001586,anchor,yang,,,,,,,
SN001587,"numeral classifier for humans, 2nd person plural inflection",yaning,,,,,,,
SN001588,border (between land held by different people etc.),yar,,,,,,,
SN001589,aunt who is younger than one's parent,-yar,,,,,,,
SN001590,"let (someone) know that something will happen, seek leave of (someone)",-yatu,,,,,,,
SN001591,the complete group of you; 2nd person plural group pronoun,yawi,,,,,,,
SN001592,2nd person plural prefix for possessors of alienably and obligatory possessed nouns,ye-,,,,,,,
SN001593,"2nd person plural prefix of the ""second"" (II) agreement series on verbs",ye-,,,,,,,
SN001594,tongue,-yebur,,,,,,,
SN001595,"path, way",yel,,,,,,,
SN001596,call (someone) to get their attention,-yem,,,,,,,
SN001597,"you (pl.) independently (of anyone else, not connected with anyone else); 2nd person plural independent pronoun",yenal,,,,,,,
SN001598,"forget, not remember",-yepeng,,,,,,,
SN001599,"be sound asleep, fall fast asleep",-yepeng,,,,,,,
SN001600,laugh,yer,,,,,,,
SN001601,"laugh really hard, laugh and be merry",yer_salu,,,,,,,
SN001602,2nd person plural agentive pronoun,yeta,,,,,,,"Agentive pronouns are also used in potentive contexts, that is, where the referent has the ability or intention to perform an action."
SN001603,2nd person plural focus pronoun,yewe,,,,,,,
SN001604,yours; 2nd person plural possessive pronoun,yeweng,,,,,,,
SN001605,you two; 2nd person dual pronoun,yinuk,,,,,,,
SN001606,low elevational enclitic attaching to the end of a clause,LX000349,,,,,,,
SN001607,"(of people) shiver, tremble; shake slightly and uncontrollably",-yok,,,,,,,
SN001608,shake so.,LX000350,,,,,,,
SN001609,two,yoku,,,,,,,
SN001610,"be wobbly, shaky; move unsteadily from side to side",yok-yok,,,,,,,
SN001611,"low elevational, used in final position",yona,,,,,,,
SN001612,"low elevational, used in non-final position, typically preverbal",yong,,,,,,,
SN001613,"distal low elevational, used in final position",yono,,,,,,,
SN001614,"you too, also; 2nd person plural additive pronoun",LX000351,,,,,,,
SN001615,"you together; 2nd person plural ""together"" pronoun",LX000352,,,,,,,
SN001616,you (pl.); 2nd person plural all pronoun,LX000353,,,,,,,
SN001617,"you alone, you by yourself (without companion); 2nd person plural alone pronoun",LX000354,,,,,,,
